,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
1987,"['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 9.217837604325041e-11]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 4.711684375990899e-10]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.850816415213899e-10]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 3.388946567817186e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 4.628569971742991e-09]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 6.704885757713441e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 8.375488969036837e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.84362380496151e-09]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 9.921688581826515e-09]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 1.2887737765865381e-08]",Oficialía
1988,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.7041746619715923e-10]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.899157164864107e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.938106342080914e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 5.06870013738947e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 6.481372827327192e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 6.879223835021264e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 7.393889633888762e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 9.23152442267039e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 9.81083808637706e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.1007523093020666e-07]",Mayor
1989,"['[CLS] lado [SEP]', array([   4., 2683.,    5.]), 3.951283744640932e-13]","['[CLS] seguro [SEP]', array([   4., 2686.,    5.]), 1.57773794029481e-12]","['[CLS] pasado [SEP]', array([   4., 2694.,    5.]), 3.9209302471476803e-11]","['[CLS] buena [SEP]', array([   4., 2667.,    5.]), 1.1562073520821059e-10]","['[CLS] aún [SEP]', array([   4., 2663.,    5.]), 1.769620006086825e-10]","['[CLS] hora [SEP]', array([   4., 2709.,    5.]), 2.4235169426845005e-10]","['[CLS] esos [SEP]', array([   4., 2651.,    5.]), 4.40952940827799e-10]","['[CLS] podemos [SEP]', array([   4., 2725.,    5.]), 6.441969180315255e-10]","['[CLS] nadie [SEP]', array([   4., 2635.,    5.]), 9.840445125419706e-10]","['[CLS] sabe [SEP]', array([   4., 2737.,    5.]), 1.0670532235579344e-09]",Gobierno
1990,"['[CLS] gente [SEP]', array([   4., 2114.,    5.]), 1.0254019855437946e-12]","['[CLS] voy [SEP]', array([   4., 2113.,    5.]), 4.105604745063829e-12]","['[CLS] estos [SEP]', array([   4., 2111.,    5.]), 1.6453838291852207e-11]","['[CLS] noche [SEP]', array([   4., 2109.,    5.]), 3.7091441029701855e-11]","['[CLS] hablar [SEP]', array([   4., 2125.,    5.]), 1.014862638371028e-10]","['[CLS] tienes [SEP]', array([   4., 2126.,    5.]), 1.226828638678512e-10]","['[CLS] quien [SEP]', array([   4., 2141.,    5.]), 6.758317239174971e-10]","['[CLS] eres [SEP]', array([   4., 2149.,    5.]), 1.1471237293392278e-09]","['[CLS] cómo [SEP]', array([   4., 2078.,    5.]), 1.4529054626066795e-09]","['[CLS] nosotros [SEP]', array([   4., 2164.,    5.]), 2.349649030897183e-09]",Estado
1991,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 8.6319618120001e-11]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.3268373066921413e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.3594253500670561e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 5.3959239187939545e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 6.850727607421447e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 7.259591261465914e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 7.788041000988954e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 8.801943551794977e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 9.367825248851602e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.1487314921510006e-07]","Villahermosa,"
1992,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 7.2728489897144755e-12]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.4605128217937136e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 6.610734237799676e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 6.633616977946843e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 8.105012394565847e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.769655217393918e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.0882783386143586e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.1744225748031596e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.2839142982687974e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.0057920469571684e-07]",reciban
1993,"['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 4.318767565791859e-14]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 1.994965304064067e-10]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 9.83841563773069e-10]","['[CLS] cuidado [SEP]', array([4.000e+00, 4.499e+03, 5.000e+00]), 1.3274920052097627e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.6962194981928747e-09]","['[CLS] cariño [SEP]', array([4.00e+00, 4.38e+03, 5.00e+00]), 4.06749633974357e-09]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 1.1736653426908106e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.1881173156425007e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 1.4666725389744784e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.4743887555290769e-08]",mantenimiento.
1994,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
1995,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 0.5699923494441481]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 0.5700206556365088]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 0.5701148441796258]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 0.5701473502886363]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 0.5701581022745256]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 0.5701688129687967]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 0.5701794826088518]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 0.5702165064321696]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 0.5702269942178023]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 0.570263389674246]",#lamebotas
1996,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 0.5699923494441481]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 0.5700206556365088]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 0.5701148441796258]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 0.5701473502886363]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 0.5701581022745256]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 0.5701688129687967]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 0.5701794826088518]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 0.5702165064321696]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 0.5702269942178023]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 0.570263389674246]",#vendidosPRI
1997,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
1998,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 0.5699923494441481]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 0.5700206556365088]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 0.5701148441796258]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 0.5701473502886363]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 0.5701581022745256]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 0.5701688129687967]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 0.5701794826088518]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 0.5702165064321696]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 0.5702269942178023]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 0.570263389674246]",#lamebotas
1999,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2000,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.8472301466232466e-10]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 5.280628156967282e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.997014439542482e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 8.022180375544252e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 9.632921604829647e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.0465055300687993e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.3802508747626803e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.470347917922112e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.5847871482364013e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.3374041136523545e-07]",Obrador
2001,"['[CLS] podemos [SEP]', array([   4., 2725.,    5.]), 5.966005467428204e-12]","['[CLS] hora [SEP]', array([   4., 2709.,    5.]), 5.4329651888451735e-11]","['[CLS] sabe [SEP]', array([   4., 2737.,    5.]), 9.461986749670359e-11]","['[CLS] pasado [SEP]', array([   4., 2694.,    5.]), 2.7811497549379283e-10]","['[CLS] seguro [SEP]', array([   4., 2686.,    5.]), 4.701279365804112e-10]","['[CLS] idea [SEP]', array([   4., 2757.,    5.]), 4.720887014642017e-10]","['[CLS] lado [SEP]', array([   4., 2683.,    5.]), 5.554152693321157e-10]","['[CLS] visto [SEP]', array([   4., 2770.,    5.]), 8.66412497302349e-10]","['[CLS] buena [SEP]', array([   4., 2667.,    5.]), 1.135098015581093e-09]","['[CLS] aún [SEP]', array([   4., 2663.,    5.]), 1.3134258125546694e-09]",siendo
2002,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.359135523188343e-11]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.2280889072922037e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.716016880987553e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.740737073547166e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 9.324274230504415e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.991421047537912e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.322214126022516e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.411539474251768e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.5250128183061946e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.2716286563493355e-07]",Calderón
2003,"['[CLS] allá [SEP]', array([   4., 3665.,    5.]), 7.240208432790496e-12]","['[CLS] crees [SEP]', array([   4., 3660.,    5.]), 1.9170443010807503e-11]","['[CLS] veo [SEP]', array([   4., 3639.,    5.]), 1.3264866982609647e-10]","['[CLS] rápido [SEP]', array([   4., 3710.,    5.]), 1.511351044314324e-10]","['[CLS] suerte [SEP]', array([   4., 3713.,    5.]), 1.763515999897436e-10]","['[CLS] chico [SEP]', array([   4., 3741.,    5.]), 5.020557303225814e-10]","['[CLS] necesito [SEP]', array([   4., 3752.,    5.]), 6.736555757669294e-10]","['[CLS] mamá [SEP]', array([   4., 3552.,    5.]), 1.7633320359422555e-09]","['[CLS] espera [SEP]', array([   4., 3540.,    5.]), 2.144894817313059e-09]","['[CLS] papá [SEP]', array([   4., 3538.,    5.]), 2.2123872733814665e-09]",propio
2004,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.359135523188343e-11]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.2280889072922037e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.716016880987553e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.740737073547166e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 9.324274230504415e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.991421047537912e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.322214126022516e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.411539474251768e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.5250128183061946e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.2716286563493355e-07]",Calderón..
2005,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2006,"['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.5559498134365413e-10]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 2.72934230771682e-10]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 4.3387227144364715e-10]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 6.117667483707123e-10]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 8.53669468448004e-10]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 1.416621819849695e-09]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 2.834030010667732e-09]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 3.981037388633979e-09]","['[CLS] se [SEP]', array([   4., 1062.,    5.]), 4.809921572146436e-09]","['[CLS] los [SEP]', array([   4., 1065.,    5.]), 6.619879089342362e-09]",https://t.co/uT54KZ5l3z
2007,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2008,"['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.5559498134365413e-10]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 2.72934230771682e-10]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 4.3387227144364715e-10]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 6.117667483707123e-10]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 8.53669468448004e-10]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 1.416621819849695e-09]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 2.834030010667732e-09]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 3.981037388633979e-09]","['[CLS] se [SEP]', array([   4., 1062.,    5.]), 4.809921572146436e-09]","['[CLS] los [SEP]', array([   4., 1065.,    5.]), 6.619879089342362e-09]",https://t.co/tWNaglMihu
2009,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@oscar_canton
2010,"['[CLS] como [SEP]', array([   4., 1184.,    5.]), 8.578949772797273e-10]","['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 5.405533798352735e-09]","['[CLS] ser [SEP]', array([   4., 1200.,    5.]), 6.4442204905645895e-09]","['[CLS] más [SEP]', array([   4., 1216.,    5.]), 1.6879273756487123e-08]","['[CLS] ha [SEP]', array([   4., 1131.,    5.]), 2.247146868583627e-08]","['[CLS] me [SEP]', array([   4., 1129.,    5.]), 2.4647850205283817e-08]","['[CLS] le [SEP]', array([   4., 1232.,    5.]), 3.1782042442252134e-08]","['[CLS] te [SEP]', array([   4., 1240.,    5.]), 4.07978242300544e-08]","['[CLS] lo [SEP]', array([   4., 1114.,    5.]), 4.4518464914489186e-08]","['[CLS] si [SEP]', array([   4., 1112.,    5.]), 4.7656524393424604e-08]",Y
2011,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.98663349396611e-13]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 7.314404637526195e-11]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.201856266902951e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.225739306893075e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 8.758184344426212e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.889324818289296e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.214573226495432e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.3024492496203095e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.414108556976103e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.149453648460977e-07]",consuma.una
2012,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 4.975015510666481e-09]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.387546380715037e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.5825601374384064e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.599410691723648e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 4.7026556981855094e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.1016556639441575e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.3803259896482132e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.4560269451523453e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.5524473989957386e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.1931123922745996e-07]",traición
2013,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 5.35331801110317e-09]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.815279895988624e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.483596000553035e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.5002124643135346e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 4.5891704769651653e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.0775874476353096e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.3547073058072243e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.430002984388224e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.525916174000997e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.163429503905135e-07]",patria
2014,"['[CLS] he [SEP]', array([   4., 1734.,    5.]), 2.2700730184510576e-12]","['[CLS] sólo [SEP]', array([   4., 1737.,    5.]), 3.6196379227249054e-11]","['[CLS] mujer [SEP]', array([   4., 1729.,    5.]), 3.653199964759324e-11]","['[CLS] día [SEP]', array([   4., 1726.,    5.]), 1.1226886087456478e-10]","['[CLS] uno [SEP]', array([   4., 1745.,    5.]), 3.227874634248451e-10]","['[CLS] donde [SEP]', array([   4., 1748.,    5.]), 5.026256078011215e-10]","['[CLS] ella [SEP]', array([   4., 1749.,    5.]), 5.712225137344262e-10]","['[CLS] casa [SEP]', array([   4., 1753.,    5.]), 8.884667446196204e-10]","['[CLS] estar [SEP]', array([   4., 1712.,    5.]), 1.0270126971079208e-09]","['[CLS] acuerdo [SEP]', array([   4., 1708.,    5.]), 1.462342025249086e-09]",servilismo
2015,"['[CLS] veo [SEP]', array([   4., 3639.,    5.]), 1.9122448069452957e-10]","['[CLS] mamá [SEP]', array([   4., 3552.,    5.]), 2.7710045369389036e-10]","['[CLS] espera [SEP]', array([   4., 3540.,    5.]), 4.396273345363966e-10]","['[CLS] crees [SEP]', array([   4., 3660.,    5.]), 4.396275565810015e-10]","['[CLS] papá [SEP]', array([   4., 3538.,    5.]), 4.704694411827859e-10]","['[CLS] allá [SEP]', array([   4., 3665.,    5.]), 5.132479996561301e-10]","['[CLS] rápido [SEP]', array([   4., 3710.,    5.]), 1.4167251816132875e-09]","['[CLS] suerte [SEP]', array([   4., 3713.,    5.]), 1.49192602716397e-09]","['[CLS] chico [SEP]', array([   4., 3741.,    5.]), 2.2802832955193253e-09]","['[CLS] claro [SEP]', array([   4., 3459.,    5.]), 2.5926401026055146e-09]","presidente,"
