Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
pedirle	[['pedirle', 0], ['esperanzas', 4.374278717023117e-14], ['atraer', 5.384581669432009e-14], ['Ricardo', 6.539213615042172e-14], ['Poder', 7.771561172376096e-14]]	[['pedirle', 0], ['esperanzas', 4.374278717023117e-14], ['atraer', 5.384581669432009e-14], ['Ricardo', 6.539213615042172e-14], ['Poder', 7.771561172376096e-14]]
robarse	[['robarse', 0], ['sorpresa,', 4.386972785042076e-09], ['merecemos', 4.482620719059582e-09], ['regalando', 1.6108924638658095e-08], ['bonito,', 1.7181530309606785e-08]]	[['robarse', 0], ['sorpresa,', 4.386972785042076e-09], ['merecemos', 4.482620719059582e-09], ['regalando', 1.6108924527635793e-08], ['bonito,', 1.7181530198584483e-08]]
Jajajaja.	[['Jajaja', 2.220446049250313e-16], ['Jajajaja', 2.220446049250313e-16], ['Jajajajaja', 2.220446049250313e-16], ['Jajajajajaja', 2.220446049250313e-16], ['Jajajajajajaja', 2.220446049250313e-16]]	[['Jajaja', 0], ['Jajajaja', 0], ['Jajajajaja', 0], ['Jajajajajaja', 0], ['Jajajajajajaja', 0]]
Mañana	[['Mañana', 0], ['defender', 4.440892098500626e-15], ['artistas', 1.6009416015094757e-13], ['billetes', 2.8377300509419e-13], ['evidente', 4.432010314303625e-13]]	[['Mañana', 0], ['defender', 4.551914400963142e-15], ['artistas', 1.602051824534101e-13], ['billetes', 2.8377300509419e-13], ['evidente', 4.430900091279e-13]]
Sido	[['Sido', 0], ['SOLO', 8.270162332735254e-12], ['critica', 6.943980945806061e-10], ['feas', 6.920932238418942e-07], ['Saquen', 2.629158627920347e-06]]	[['Sido', 0], ['SOLO', 8.270162332735254e-12], ['critica', 6.943978725360012e-10], ['feas', 6.920932238418942e-07], ['Saquen', 2.6291586276983026e-06]]
inauguró	[['aporta', 2.220446049250313e-16], ['inauguró', 2.220446049250313e-16], ['pagando', 3.3306690738754696e-16], ['pasados', 4.107825191113079e-15], ['responda', 8.992806499463768e-15]]	[['inauguró', 0], ['aporta', 2.220446049250313e-16], ['pagando', 5.551115123125783e-16], ['pasados', 4.107825191113079e-15], ['responda', 9.2148511043888e-15]]
gringos	[['gringos', 0], ['refinando', 3.420974458367976e-05], ['panfleto', 8.636159879316097e-05], ['costando', 0.00035069329208659017], ['mms,', 0.0004037738437034921]]	[['gringos', 0], ['refinando', 3.420974458367976e-05], ['panfleto', 8.636159879316097e-05], ['costando', 0.00035069329208659017], ['mms,', 0.0004037738437034921]]
DOS	[['DOS', 0], ['siéntese', 1.1102230246251565e-16], ['gustaria', 6.661338147750939e-16], ['opositores', 1.4099832412739488e-14], ['chatarra', 3.6415315207705135e-14]]	[['DOS', 0], ['siéntese', 1.1102230246251565e-16], ['gustaria', 6.661338147750939e-16], ['opositores', 1.4099832412739488e-14], ['chatarra', 3.6415315207705135e-14]]
14	[['14', 0], ['tras', 1.0434986208451846e-12], ['Hay', 9.374057086120047e-12], ['tienes', 1.6775025812876265e-11], ['hablar', 2.6235680294917074e-11]]	[['14', 0], ['tras', 1.0436096431476471e-12], ['Hay', 9.37416810842251e-12], ['tienes', 1.6775136835178728e-11], ['hablar', 2.6235680294917074e-11]]
Secretaría	[['Secretaría', 2.220446049250313e-16], ['prensa', 7.271960811294775e-14], ['abrir', 1.6353585152728556e-13], ['aqui', 6.531442053869796e-13], ['debajo', 6.5580874064608e-13]]	[['Secretaría', 0], ['prensa', 7.260858581048524e-14], ['abrir', 1.6353585152728556e-13], ['aqui', 6.532552276894421e-13], ['debajo', 6.559197629485425e-13]]
capitalinos	[['capitalinos', 0], ['Renuncia', 5.748385211168383e-07], ['pinches', 9.984524732553623e-07], ['más.', 4.499927463097464e-06], ['ERARIO', 4.7426201916778155e-06]]	[['capitalinos', 0], ['Renuncia', 5.748385208947937e-07], ['pinches', 9.984524728112731e-07], ['más.', 4.499927463097464e-06], ['ERARIO', 4.7426201916778155e-06]]
bolsillo	[['bolsillo', 0], ['olvides', 1.1435297153639112e-14], ['Vietnam', 1.787459069646502e-14], ['sueldo', 8.626432901337466e-14], ['exigir', 1.404432126150823e-13]]	[['bolsillo', 0], ['olvides', 1.1435297153639112e-14], ['Vietnam', 1.787459069646502e-14], ['sueldo', 8.626432901337466e-14], ['exigir', 1.404432126150823e-13]]
ponerle	[['ponerle', 0], ['aportan', 7.216449660063518e-15], ['pais', 1.7985612998927536e-14], ['Moreno', 2.919886554764162e-14], ['atendiendo', 3.7969627442180354e-14]]	[['ponerle', 0], ['aportan', 7.216449660063518e-15], ['pais', 1.7985612998927536e-14], ['Moreno', 2.919886554764162e-14], ['atendiendo', 3.7969627442180354e-14]]
contra.	[['contra.', 0], ['momia', 1.6594059106811443e-06], ['Ah!', 2.041248793327455e-06], ['ya.', 2.8875301526509745e-06], ['irle', 3.5097403923156634e-06]]	[['contra.', 0], ['momia', 1.659405910903189e-06], ['Ah!', 2.041248793327455e-06], ['ya.', 2.8875301527619968e-06], ['irle', 3.5097403924266857e-06]]
pico	[['pico', 2.220446049250313e-16], ['salen', 6.994405055138486e-15], ['espejo', 2.7977620220553945e-14], ['ganancias', 6.328271240363392e-14], ['pagado', 4.11448652926083e-13]]	[['pico', 0], ['salen', 6.994405055138486e-15], ['espejo', 2.7977620220553945e-14], ['ganancias', 6.328271240363392e-14], ['pagado', 4.1155967522854553e-13]]
escuché	[['escuché', 2.220446049250313e-16], ['sorprende', 1.6542323066914832e-14], ['exceso', 5.362377208939506e-14], ['comprometido', 9.57012247226885e-14], ['quieran', 1.1268763699945339e-13]]	[['escuché', 0], ['sorprende', 1.6542323066914832e-14], ['exceso', 5.384581669432009e-14], ['comprometido', 9.547918011776346e-14], ['quieran', 1.1246559239452836e-13]]
exijo	[['exijo', 0], ['Ud.', 3.86232977822587e-08], ['cueste', 7.330321993848088e-08], ['pagaron', 7.576465099745633e-08], ['éxito.', 8.015689723084307e-08]]	[['exijo', 0], ['Ud.', 3.86232976712364e-08], ['cueste', 7.330321993848088e-08], ['pagaron', 7.576465110847863e-08], ['éxito.', 8.015689723084307e-08]]
Pepe	[['Pepe', 0], ['seriedad', 2.9976021664879227e-15], ['Contigo', 7.993605777301127e-15], ['frustración', 1.2878587085651816e-14], ['relevo', 1.2878587085651816e-14]]	[['Pepe', 0], ['seriedad', 2.9976021664879227e-15], ['Contigo', 7.993605777301127e-15], ['frustración', 1.3100631690576847e-14], ['relevo', 1.3100631690576847e-14]]
compras	[['compras', 0], ['elevado', 2.1094237467877974e-15], ['extraordinario', 2.220446049250313e-15], ['dedicado', 8.770761894538737e-15], ['invitado', 1.965094753586527e-14]]	[['compras', 0], ['elevado', 2.1094237467877974e-15], ['extraordinario', 2.1094237467877974e-15], ['dedicado', 8.548717289613705e-15], ['invitado', 1.942890293094024e-14]]
informa	[['informa', 0], ['entrega', 7.993605777301127e-15], ['dijeron', 1.2678746941219288e-13], ['Cuba', 2.8466118351389014e-13], ['leche', 2.856603842360528e-13]]	[['informa', 0], ['entrega', 7.882583474838611e-15], ['dijeron', 1.270095140171179e-13], ['Cuba', 2.8466118351389014e-13], ['leche', 2.8554936193359026e-13]]
callese	[['callese', 0], ['sientese', 4.82830961878733e-07], ['¿Vas', 7.339318713883713e-07], ['¿Va', 1.0498166799211006e-06], ['Trio', 1.6674970693131286e-06]]	[['callese', 0], ['sientese', 4.82830961878733e-07], ['¿Vas', 7.339318713883713e-07], ['¿Va', 1.0498166799211006e-06], ['Trio', 1.6674970693131286e-06]]
😬	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
Chapoy	[['Chapoy', 0], ['abstención', 1.128253268589674e-09], ['gritar,', 3.3499790719204725e-09], ['contestaron', 3.836754802755138e-09], ['pendeja', 4.251318075354504e-09]]	[['Chapoy', 0], ['abstención', 1.1282531575673715e-09], ['gritar,', 3.349979182942775e-09], ['contestaron', 3.836754802755138e-09], ['pendeja', 4.251317964332202e-09]]
prostituta	[['prostituta', 0], ['produciendo', 5.551115123125783e-16], ['costar', 6.8833827526759706e-15], ['risa', 8.881784197001252e-15], ['votantes', 1.4099832412739488e-14]]	[['prostituta', 0], ['produciendo', 5.551115123125783e-16], ['costar', 6.8833827526759706e-15], ['risa', 8.881784197001252e-15], ['votantes', 1.4099832412739488e-14]]
actividad	[['actividad', 2.220446049250313e-16], ['futuro', 5.824229987183571e-13], ['cargo', 1.3110623697798474e-12], ['nuevos', 9.349632179578293e-12], ['única', 1.770728008665401e-11]]	[['actividad', 0], ['futuro', 5.823119764158946e-13], ['cargo', 1.3108403251749223e-12], ['nuevos', 9.349632179578293e-12], ['única', 1.7707502131258934e-11]]
fideicomiso	[['fideicomiso', 2.220446049250313e-16], ['fideicomisos', 2.220446049250313e-16], ['GENTE', 0.00033118265246190326], ['borolas,', 0.00038581317789654346], ['VERGUENZA', 0.0005859571950876941]]	[['fideicomiso', 0], ['fideicomisos', 0], ['GENTE', 0.00033118265246190326], ['borolas,', 0.0003858131778966545], ['VERGUENZA', 0.000585957195087583]]
costando	[['costando', 0], ['mms,', 9.411295421535293e-06], ['mms.', 9.67613292146563e-06], ['informando', 0.0002894361371118537], ['gringos', 0.00035069329208659017]]	[['costando', 0], ['mms,', 9.411295421535293e-06], ['mms.', 9.67613292146563e-06], ['informando', 0.0002894361371118537], ['gringos', 0.00035069329208659017]]
17	[['17', 1.1102230246251565e-16], ['anlo', 2.396614979804923e-07], ['No.', 2.276613125240523e-06], ['podrido', 2.889423017737869e-06], ['MX', 3.6231632069005926e-06]]	[['17', 0], ['anlo', 2.3966149786947e-07], ['No.', 2.2766131251295008e-06], ['podrido', 2.889423017737869e-06], ['MX', 3.6231632069005926e-06]]
refiero	[['refiero', 0], ['salido', 1.0436096431476471e-14], ['estatales', 1.0436096431476471e-14], ['ideal', 2.3203661214665772e-14], ['Quisiera', 4.0967229608668276e-14]]	[['refiero', 0], ['salido', 1.021405182655144e-14], ['estatales', 1.0436096431476471e-14], ['ideal', 2.3203661214665772e-14], ['acabo', 4.118927421359331e-14]]
metas	[['metas', 0], ['estando', 1.6653345369377348e-15], ['linda', 2.6645352591003757e-14], ['preparados', 2.6756374893466273e-14], ['esquina', 4.18554080283684e-14]]	[['metas', 0], ['estando', 1.6653345369377348e-15], ['preparados', 2.653433028854124e-14], ['linda', 2.653433028854124e-14], ['esquina', 4.163336342344337e-14]]
pacto	[['pacto', 2.220446049250313e-16], ['Carmen', 5.551115123125783e-16], ['cometer', 4.884981308350689e-15], ['ciudadanía', 8.659739592076221e-15], ['cuántos', 8.881784197001252e-15]]	[['pacto', 0], ['Carmen', 3.3306690738754696e-16], ['cometer', 4.884981308350689e-15], ['ciudadanía', 8.659739592076221e-15], ['cuántos', 8.770761894538737e-15]]
gota	[['gota', 2.220446049250313e-16], ['maletas', 6.661338147750939e-16], ['date', 1.2212453270876722e-15], ['convicción', 7.438494264988549e-15], ['ayudaría', 9.547918011776346e-15]]	[['gota', 0], ['maletas', 3.3306690738754696e-16], ['date', 8.881784197001252e-16], ['convicción', 7.438494264988549e-15], ['ayudaría', 9.547918011776346e-15]]
hilo	[['narco', 1.1102230246251565e-16], ['hilo', 2.220446049250313e-16], ['propaganda', 7.771561172376096e-16], ['olvidó', 1.9872992140790302e-14], ['humilde', 2.864375403532904e-14]]	[['hilo', 0], ['narco', 2.220446049250313e-16], ['propaganda', 7.771561172376096e-16], ['olvidó', 1.9984014443252818e-14], ['humilde', 2.853273173286652e-14]]
intervención	[['intervención', 2.220446049250313e-16], ['salva', 1.4765966227514582e-14], ['delante', 5.928590951498336e-14], ['áreas', 1.3355982986240633e-13], ['comunidades', 1.3378187446733136e-13]]	[['intervención', 0], ['salva', 1.4988010832439613e-14], ['delante', 5.950795411990839e-14], ['áreas', 1.3367085216486885e-13], ['comunidades', 1.3389289676979388e-13]]
discurso,	[['discurso,', 0], ['robarle', 6.133684449238785e-08], ['DIOS', 1.1335435812220851e-07], ['costo?', 1.4142672288830482e-07], ['tardaron', 1.4476301624100074e-07]]	[['discurso,', 0], ['robarle', 6.133684449238785e-08], ['DIOS', 1.1335435812220851e-07], ['costo?', 1.4142672288830482e-07], ['tardaron', 1.4476301624100074e-07]]
preguntar	[['preguntar', 1.1102230246251565e-16], ['necesarias', 2.5757174171303632e-14], ['reuniones', 2.310374114244951e-13], ['llevó', 4.107825191113079e-13], ['preocupes', 4.1178171983347056e-13]]	[['preguntar', 0], ['necesarias', 2.5757174171303632e-14], ['reuniones', 2.310374114244951e-13], ['llevó', 4.107825191113079e-13], ['preocupes', 4.1178171983347056e-13]]
territorio	[['territorio', 0], ['pequeña', 2.063238468963391e-12], ['ambiente', 4.019895527562767e-12], ['causa', 6.638689598048586e-12], ['acciones', 6.698308574470957e-12]]	[['territorio', 0], ['pequeña', 2.063238468963391e-12], ['ambiente', 4.019895527562767e-12], ['causa', 6.638467553443661e-12], ['acciones', 6.698308574470957e-12]]
enemigo	[['enemigo', 0], ['tomando', 6.927791673660977e-14], ['corriente', 1.9206858326015208e-13], ['regalo', 1.9251267247000214e-13], ['edificios', 3.7780889527994077e-13]]	[['enemigo', 0], ['tomando', 6.94999613415348e-14], ['corriente', 1.9206858326015208e-13], ['regalo', 1.9273471707492718e-13], ['edificios', 3.780309398848658e-13]]
queden	[['queden', 2.220446049250313e-16], ['mentes', 2.220446049250313e-16], ['comunistas', 1.5543122344752192e-15], ['tontos', 2.886579864025407e-15], ['Arturo', 9.2148511043888e-15]]	[['queden', 0], ['mentes', 4.440892098500626e-16], ['comunistas', 1.7763568394002505e-15], ['tontos', 3.1086244689504383e-15], ['Arturo', 9.2148511043888e-15]]
ahí?	[['ahí?', 2.220446049250313e-16], ['vote', 7.263148238401129e-08], ['hablar,', 8.186035649337953e-08], ['será?', 1.3880590632453504e-07], ['noche.', 1.444301841457829e-07]]	[['ahí?', 0], ['vote', 7.263148238401129e-08], ['hablar,', 8.186035660440183e-08], ['será?', 1.3880590654657965e-07], ['noche.', 1.444301843678275e-07]]
prácticas	[['prácticas', 0], ['propuestas', 3.8746783559417963e-14], ['aver', 6.20281603858075e-13], ['encuentran', 1.3896661599233084e-12], ['ejército', 1.396660564978447e-12]]	[['prácticas', 0], ['propuestas', 3.8746783559417963e-14], ['aver', 6.20281603858075e-13], ['encuentran', 1.3896661599233084e-12], ['ejército', 1.3964385203735219e-12]]
sello	[['sello', 0], ['amas', 1.2212453270876722e-15], ['Oigan', 1.099120794378905e-14], ['Nombre', 4.3298697960381105e-14], ['pudieron', 5.906386491005833e-14]]	[['sello', 0], ['amas', 1.2212453270876722e-15], ['Oigan', 1.0880185641326534e-14], ['Nombre', 4.3298697960381105e-14], ['pudieron', 5.873079800267078e-14]]
joder	[['joder', 2.220446049250313e-16], ['coca', 7.438494264988549e-15], ['quedo', 2.986499936241671e-14], ['publicar', 5.306866057708248e-14], ['útiles', 6.716849298982197e-14]]	[['joder', 0], ['coca', 7.549516567451064e-15], ['quedo', 2.986499936241671e-14], ['publicar', 5.3290705182007514e-14], ['útiles', 6.727951529228449e-14]]
pagó	[['pagó', 0], ['revés', 2.220446049250313e-16], ['vives', 3.6637359812630166e-15], ['Florencia', 1.4765966227514582e-14], ['olvido', 6.661338147750939e-14]]	[['pagó', 0], ['revés', 2.220446049250313e-16], ['vives', 3.6637359812630166e-15], ['Florencia', 1.4654943925052066e-14], ['olvido', 6.661338147750939e-14]]
golpe	[['golpe', 2.220446049250313e-16], ['origen', 1.2523315717771766e-12], ['río', 2.8206326163626727e-12], ['formas', 3.841260642900579e-12], ['evitar', 4.980238443863527e-12]]	[['golpe', 0], ['origen', 1.252442594079639e-12], ['río', 2.8208546609675977e-12], ['formas', 3.841038598295654e-12], ['evitar', 4.980238443863527e-12]]
😳	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
falta.	[['falta.', 2.220446049250313e-16], ['manos,', 5.467759800481531e-08], ['grande,', 7.629102427575418e-08], ['mierda.', 1.176053507911945e-07], ['clase,', 1.2018473383168526e-07]]	[['falta.', 0], ['manos,', 5.4677598226859914e-08], ['grande,', 7.629102438677648e-08], ['mierda.', 1.176053507911945e-07], ['clase,', 1.2018473360964066e-07]]
Cálmate	[['Cálmate', 2.220446049250313e-16], ['tomas', 7.216449660063518e-15], ['madres', 2.0095036745715333e-14], ['liderazgo', 3.952393967665557e-14], ['anuncios', 9.758860386455126e-14]]	[['Cálmate', 0], ['tomas', 7.327471962526033e-15], ['madres', 2.0095036745715333e-14], ['liderazgo', 3.963496197911809e-14], ['anuncios', 9.769962616701378e-14]]
hdtpm	[['hdtpm', 1.1102230246251565e-16], ['desquitar', 1.1011804009641857e-05], ['layda', 9.772184482570445e-05], ['@RicardoAnayaC', 0.00010643200225224358], ['Layda', 0.00010650951608293102]]	[['hdtpm', 0], ['desquitar', 1.101180400930879e-05], ['layda', 9.772184482570445e-05], ['@RicardoAnayaC', 0.00010643200225213256], ['Layda', 0.00010650951608282]]
coma	[['coma', 0], ['persecución', 1.887379141862766e-15], ['mire', 5.595524044110789e-14], ['lealtad', 6.650235917504688e-14], ['enfermos', 1.0391687510491465e-13]]	[['coma', 0], ['persecución', 1.887379141862766e-15], ['mire', 5.595524044110789e-14], ['lealtad', 6.650235917504688e-14], ['enfermos', 1.0391687510491465e-13]]
pesos.	[['pesos.', 2.220446049250313e-16], ['arrastrados', 1.3395236142521583e-08], ['despreciable', 7.100726040487615e-08], ['pesos,', 1.2342158550726623e-07], ['desvío', 1.5385070639695186e-07]]	[['pesos.', 0], ['arrastrados', 1.3395236142521583e-08], ['despreciable', 7.100726040487615e-08], ['pesos,', 1.2342158550726623e-07], ['desvío', 1.5385070639695186e-07]]
Ridicula	[['Ridicula', 0], ['psicólogo', 6.157947446205903e-05], ['DICEN', 0.0006138515413846024], ['descalificaciones', 0.000625656921122486], ['INÚTIL', 0.0008388639466160308]]	[['Ridicula', 0], ['psicólogo', 6.157947446205903e-05], ['DICEN', 0.0006138515413846024], ['descalificaciones', 0.0006256569211230412], ['INÚTIL', 0.0008388639466166969]]
pinch3	[['pinch3', 0], ['pinché', 6.973863819759174e-09], ['fake', 1.060391198270949e-05], ['Candil', 0.00023035556294770387], ['Fake', 0.00034795552913435834]]	[['pinch3', 0], ['pinché', 6.973863819759174e-09], ['fake', 1.060391198270949e-05], ['Candil', 0.00023035556294792592], ['Fake', 0.00034795552913435834]]
básica	[['básica', 2.220446049250313e-16], ['cercano', 8.215650382226158e-15], ['fiestas', 8.43769498715119e-15], ['anuncio', 5.184741524999481e-14], ['criterio', 2.987610159266296e-13]]	[['básica', 0], ['fiestas', 8.43769498715119e-15], ['cercano', 8.43769498715119e-15], ['anuncio', 5.1958437552457326e-14], ['criterio', 2.987610159266296e-13]]
señalar	[['señalar', 1.1102230246251565e-16], ['manejar', 5.2513549064769904e-14], ['cerrar', 2.1027624086400465e-13], ['superar', 2.660094367001875e-13], ['anillo', 3.282929483816588e-13]]	[['señalar', 0], ['manejar', 5.262457136723242e-14], ['cerrar', 2.1016521856154213e-13], ['superar', 2.660094367001875e-13], ['anillo', 3.2818192607919627e-13]]
existido	[['existido', 1.1102230246251565e-16], ['Aguas', 1.9984014443252818e-15], ['ladrillo', 2.1094237467877974e-15], ['fracasado', 2.7755575615628914e-15], ['patético', 7.66053886991358e-15]]	[['existido', 0], ['ladrillo', 1.7763568394002505e-15], ['Aguas', 1.9984014443252818e-15], ['fracasado', 2.7755575615628914e-15], ['patético', 7.549516567451064e-15]]
atreve	[['Hidalgo', 0], ['atreve', 0], ['metes', 9.992007221626409e-16], ['tuyas', 1.7763568394002505e-15], ['mega', 1.7430501486614958e-14]]	[['atreve', 0], ['Hidalgo', 2.220446049250313e-16], ['metes', 9.992007221626409e-16], ['tuyas', 1.9984014443252818e-15], ['mega', 1.765254609153999e-14]]
acuerdo.	[['acuerdo.', 0], ['da,', 9.824033475602789e-09], ['hecho?', 3.8266420587795835e-08], ['12?', 5.124527928668243e-07], ['día,', 6.410000445988828e-07]]	[['acuerdo.', 0], ['da,', 9.824033697647394e-09], ['hecho?', 3.8266420587795835e-08], ['12?', 5.124527928668243e-07], ['día,', 6.410000447099051e-07]]
Colima	[['Colima', 0], ['puñetas', 9.95496520661554e-07], ['MUERA', 1.070582927309438e-06], ['escupe', 2.333303562140898e-06], ['anticipados', 3.5547919368106307e-06]]	[['Colima', 0], ['puñetas', 9.95496520661554e-07], ['MUERA', 1.070582927309438e-06], ['escupe', 2.333303562140898e-06], ['anticipados', 3.5547919368106307e-06]]
dime	[['dime', 2.220446049250313e-16], ['Cree', 3.552713678800501e-15], ['igualmente', 1.4099832412739488e-14], ['señala', 4.2799097599299785e-13], ['alcohol', 6.893374759897597e-13]]	[['dime', 0], ['Cree', 3.552713678800501e-15], ['igualmente', 1.4099832412739488e-14], ['señala', 4.2799097599299785e-13], ['alcohol', 6.894484982922222e-13]]
🤷‍♂️	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
TENER	[['TENER', 0], ['grosera', 3.712116347642791e-08], ['humildad', 4.369325323771989e-08], ['conviene,', 7.450648142892646e-08], ['estúpida,', 9.512223431151767e-08]]	[['TENER', 0], ['grosera', 3.7121163254383305e-08], ['humildad', 4.369325323771989e-08], ['conviene,', 7.450648120688186e-08], ['estúpida,', 9.512223408947307e-08]]
oír	[['oír', 1.1102230246251565e-16], ['acaba', 1.9539925233402755e-14], ['prevención', 1.965094753586527e-14], ['terreno', 7.838174553853605e-14], ['baño', 4.903855099769316e-13]]	[['oír', 0], ['acaba', 1.9539925233402755e-14], ['prevención', 1.965094753586527e-14], ['terreno', 7.838174553853605e-14], ['baño', 4.901634653720066e-13]]
Dime	[['Dime', 2.220446049250313e-16], ['banco', 1.5765166949677223e-14], ['vehículos', 1.4299672557172016e-13], ['larga', 5.704325900524054e-13], ['terminado', 7.762679388179095e-13]]	[['Dime', 0], ['banco', 1.5765166949677223e-14], ['vehículos', 1.4310774787418268e-13], ['larga', 5.705436123548679e-13], ['terminado', 7.762679388179095e-13]]
🥰	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
provoca	[['provoca', 0], ['asegura', 1.3322676295501878e-15], ['monumento', 3.1086244689504383e-15], ['niega', 5.551115123125783e-15], ['favorita', 4.2299497238218464e-14]]	[['provoca', 0], ['asegura', 1.3322676295501878e-15], ['monumento', 3.1086244689504383e-15], ['niega', 5.551115123125783e-15], ['favorita', 4.241051954068098e-14]]
Ánimo	[['Ánimo', 2.220446049250313e-16], ['Ánimo!', 2.220446049250313e-16], ['@EderGuevaraM', 0.00025657318862915], ['weyes', 0.00026348940255338515], ['wey,', 0.0002694922732067173]]	[['Ánimo', 0], ['Ánimo!', 0], ['@EderGuevaraM', 0.00025657318862937206], ['weyes', 0.00026348940255338515], ['wey,', 0.00026949227320693936]]
morenista	[['morenista', 2.220446049250313e-16], ['morenista.', 2.220446049250313e-16], ['ASESINO', 0.0016562522946370617], ['ASESINOS', 0.0016562522946370617], ['impresentables', 0.004883810383543685]]	[['morenista', 0], ['morenista.', 0], ['ASESINO', 0.0016562522946360625], ['ASESINOS', 0.0016562522946360625], ['impresentables', 0.004883810383543574]]
movimiento,	[['movimiento,', 0], ['malo,', 9.511902376857506e-10], ['Norte.', 6.377166728022132e-08], ['debate,', 9.546661472459306e-08], ['quieren,', 1.615350935235682e-07]]	[['movimiento,', 0], ['malo,', 9.511902376857506e-10], ['Norte.', 6.377166728022132e-08], ['debate,', 9.546661450254845e-08], ['quieren,', 1.615350937456128e-07]]
gobernar.	[['gobernar.', 0], ['terminada.', 2.6086022231197603e-09], ['alabando', 4.401161102229878e-09], ['pedos', 8.642547566495296e-09], ['Literal', 1.959439210885705e-08]]	[['gobernar.', 0], ['terminada.', 2.6086023341420628e-09], ['alabando', 4.4011612132521805e-09], ['pedos', 8.6425477885399e-09], ['Literal', 1.9594392219879353e-08]]
quedarse	[['quedarse', 2.220446049250313e-16], ['universo', 2.55351295663786e-15], ['quedará', 1.1324274851176597e-14], ['hable', 2.5424107263916085e-14], ['representan', 7.083222897108499e-14]]	[['quedarse', 0], ['universo', 2.7755575615628914e-15], ['quedará', 1.1324274851176597e-14], ['hable', 2.5646151868841116e-14], ['representan', 7.105427357601002e-14]]
Secretaria,	[['Secretaria,', 2.220446049250313e-16], ['senadoras', 5.034053396357763e-09], ['invitaron', 9.129523803608208e-09], ['tonterías.', 9.572193371276683e-09], ['sumisa', 3.7039790790061033e-08]]	[['Secretaria,', 0], ['senadoras', 5.034053396357763e-09], ['invitaron', 9.129523803608208e-09], ['tonterías.', 9.572193371276683e-09], ['sumisa', 3.7039790901083336e-08]]
quito	[['quito', 0], ['ti?', 5.998581344979215e-07], ['ser,', 1.7218154902964855e-06], ['nadamas', 2.277273307815797e-06], ['Chumel', 1.0665626685057994e-05]]	[['quito', 0], ['ti?', 5.998581344979215e-07], ['ser,', 1.7218154902964855e-06], ['nadamas', 2.2772733080378416e-06], ['Chumel', 1.0665626685057994e-05]]
Nieto	[['Nieto', 2.220446049250313e-16], ['criminales.', 9.431488923183906e-10], ['mentiras,', 3.0581356336156773e-09], ['comentario,', 2.3505946300517166e-08], ['muertes,', 2.490728834292355e-08]]	[['Nieto', 0], ['criminales.', 9.431491143629955e-10], ['mentiras,', 3.058135522593375e-09], ['comentario,', 2.3505946300517166e-08], ['muertes,', 2.490728834292355e-08]]
DICE	[['DICE', 2.220446049250313e-16], ['subirse', 1.631559629622359e-07], ['das.', 1.726249126976498e-07], ['Cuba,', 1.8387927713803265e-07], ['ofenden', 1.958394271195374e-07]]	[['DICE', 0], ['subirse', 1.6315596274019128e-07], ['das.', 1.726249128086721e-07], ['Cuba,', 1.8387927724905495e-07], ['ofenden', 1.958394271195374e-07]]
Gobierno.	[['Gobierno.', 0], ['lado.', 7.535309820561054e-09], ['senado', 2.5747956766686286e-08], ['seguro.', 3.008226945322434e-08], ['República.', 6.063927436850136e-07]]	[['Gobierno.', 0], ['lado.', 7.535309820561054e-09], ['senado', 2.5747956655663984e-08], ['seguro.', 3.008226945322434e-08], ['República.', 6.063927436850136e-07]]
pida	[['pida', 2.220446049250313e-16], ['rabia', 1.3322676295501878e-14], ['dimos', 4.418687638008123e-14], ['vulgar', 4.851674617611934e-14], ['productivo', 5.3290705182007514e-14]]	[['pida', 0], ['rabia', 1.3322676295501878e-14], ['dimos', 4.4075854077618715e-14], ['vulgar', 4.851674617611934e-14], ['productivo', 5.3290705182007514e-14]]
