,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
2752,"['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 2.0339285811132868e-13]","['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 2.0339285811132868e-13]","['eras', array([4.000e+00, 7.714e+03, 5.000e+00]), 1.1081469075691075e-11]","['estados', array([4.000e+00, 7.676e+03, 5.000e+00]), 3.886979627054643e-11]","['tuvieron', array([4.000e+00, 7.565e+03, 5.000e+00]), 2.2169210911471282e-10]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 3.74313247064606e-10]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 3.74313247064606e-10]","['tuya', array([4.000e+00, 8.037e+03, 5.000e+00]), 4.1046310794712326e-10]","['estés', array([4.000e+00, 7.472e+03, 5.000e+00]), 4.990132751458987e-10]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 6.591938106481621e-10]",Muchos
2753,"['tuvieras', array([4.0000e+00, 1.9668e+04, 5.0000e+00]), 4.797273689405301e-13]","['estuvimos', array([4.000e+00, 1.941e+04, 5.000e+00]), 5.60396173909794e-12]","['suyas', array([4.0000e+00, 1.9403e+04, 5.0000e+00]), 6.009637232295972e-12]","['tuyos', array([4.000e+00, 2.038e+04, 5.000e+00]), 7.63032970141353e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 8.172140741891099e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 8.172140741891099e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 8.172140741891099e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 8.172140741891099e-11]","['estuvieras', array([4.0000e+00, 1.8771e+04, 5.0000e+00]), 1.0625655910700971e-10]","['tuvieran', array([4.0000e+00, 1.8217e+04, 5.0000e+00]), 3.112917701386664e-10]",mexicanos
2754,"['tuviéramos', array([4.000e+00, 2.868e+04, 5.000e+00]), 1.5684897824996824e-11]","['habrás', array([4.0000e+00, 2.7977e+04, 5.0000e+00]), 6.284239795206759e-11]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 1.7168810817480562e-10]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 1.9550705498971865e-10]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 3.6639913325586804e-10]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 1.1571376079544393e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2187187925505327e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2187187925505327e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2187187925505327e-09]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 1.2187187925505327e-09]",dominados
2755,"['tuyo', array([4.000e+00, 6.708e+03, 5.000e+00]), 8.588907363105136e-12]","['hubier', array([4.000e+00, 6.619e+03, 5.000e+00]), 3.7761349602760674e-11]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 2.7329338792014823e-10]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 2.7329338792014823e-10]","['vosotros', array([4.000e+00, 6.901e+03, 5.000e+00]), 4.755673632672597e-10]","['seas', array([4.000e+00, 6.403e+03, 5.000e+00]), 8.538494356002957e-10]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 9.605103379328739e-10]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 1.5003247533229569e-09]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 3.247565105723993e-09]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 3.247565105723993e-09]",primeras
2756,"['esto', array([   4., 1468.,    5.]), 3.9564240772449466e-11]","['yo', array([   4., 1467.,    5.]), 7.0432326637615e-11]","['sin', array([   4., 1477.,    5.]), 1.563340568111471e-10]","['cuando', array([   4., 1486.,    5.]), 9.652884047639532e-10]","['muy', array([   4., 1456.,    5.]), 1.0054758137201247e-09]","['has', array([   4., 1450.,    5.]), 1.9870756151618707e-09]","['todos', array([   4., 1495.,    5.]), 2.441475688286232e-09]","['también', array([   4., 1447.,    5.]), 2.6061367508489752e-09]","['nos', array([   4., 1445.,    5.]), 3.067063381045898e-09]","['tiene', array([   4., 1512.,    5.]), 6.965890309018619e-09]",dos
2757,"['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 2.001605325929745e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 2.6053489365907012e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 2.79669420955031e-09]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 3.065458220596895e-09]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 5.7776661233077675e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 5.9659305273740415e-09]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 7.506293808745568e-09]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 9.99299465398451e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 1.1597184212952527e-08]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 1.3947213495235644e-08]",dan
2758,"['poco', array([   4., 1958.,    5.]), 2.3261226278492586e-10]","['ellos', array([   4., 2018.,    5.]), 2.862365122702215e-09]","['otro', array([   4., 1925.,    5.]), 3.013182481304e-09]","['soy', array([   4., 2020.,    5.]), 3.1049962601059633e-09]","['les', array([   4., 2027.,    5.]), 4.027543520912502e-09]","['otras', array([   4., 2074.,    5.]), 1.3014540445333012e-08]","['tanto', array([   4., 1877.,    5.]), 1.3234213613877444e-08]","['otra', array([   4., 1861.,    5.]), 1.8435864834742688e-08]","['mí', array([   4., 1857.,    5.]), 1.9886427171655896e-08]","['estos', array([   4., 2111.,    5.]), 2.3208744259761716e-08]",cuenta.
2759,"['muchos', array([   4., 2720.,    5.]), 3.3781866193294263e-12]","['haya', array([   4., 2697.,    5.]), 1.5271006681416566e-10]","['esos', array([   4., 2651.,    5.]), 1.7212266056887415e-09]","['eran', array([   4., 2632.,    5.]), 2.896247464079238e-09]","['os', array([   4., 2821.,    5.]), 3.774247914201112e-09]","['tus', array([   4., 2620.,    5.]), 3.806365334035888e-09]","['mío', array([   4., 2895.,    5.]), 1.049815345766092e-08]","['esas', array([   4., 2899.,    5.]), 1.0945016004626495e-08]","['estamos', array([   4., 2527.,    5.]), 1.5698787159124095e-08]","['algunas', array([   4., 2943.,    5.]), 1.6375948930225093e-08]",Muy
2760,"['sería', array([   4., 3026.,    5.]), 2.980049540468599e-11]","['sería', array([   4., 3026.,    5.]), 2.980049540468599e-11]","['sería', array([   4., 3026.,    5.]), 2.980049540468599e-11]","['hemos', array([   4., 2972.,    5.]), 4.72078931501585e-10]","['nuestros', array([   4., 3070.,    5.]), 7.238091237482536e-10]","['algunas', array([   4., 2943.,    5.]), 1.3497697404218911e-09]","['esas', array([   4., 2899.,    5.]), 3.6107273837515663e-09]","['sentido', array([   4., 3141.,    5.]), 3.6289474758532947e-09]","['mío', array([   4., 2895.,    5.]), 3.874721543617454e-09]","['hubi', array([   4., 3202.,    5.]), 7.691589476443994e-09]","cierto,"
2761,"['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 6.911249350594062e-12]","['tendremos', array([4.000e+00, 9.153e+03, 5.000e+00]), 9.70212798989678e-12]","['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 1.534750104781324e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 2.7870705743282542e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 2.7870705743282542e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 2.7870705743282542e-11]","['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 4.968103706204374e-11]","['tendrás', array([4.000e+00, 9.063e+03, 5.000e+00]), 6.443456879168252e-11]","['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 7.217926256686269e-11]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 3.4846636687291266e-10]",tercero
2762,"['mi', array([   4., 1153.,    5.]), 4.2193348814834053e-10]","['ha', array([   4., 1131.,    5.]), 3.1182744164581777e-09]","['me', array([   4., 1129.,    5.]), 3.960560546190095e-09]","['lo', array([   4., 1114.,    5.]), 1.367277424613178e-08]","['como', array([   4., 1184.,    5.]), 1.521601189491406e-08]","['para', array([   4., 1110.,    5.]), 1.7312370426125767e-08]","['una', array([   4., 1108.,    5.]), 1.9304061127378702e-08]","['por', array([   4., 1096.,    5.]), 3.373789014826656e-08]","['al', array([   4., 1091.,    5.]), 4.105112783037157e-08]","['las', array([   4., 1089.,    5.]), 4.4197602799833646e-08]",(la
2763,"['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 1.0295042596197845e-10]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 1.0295042596197845e-10]","['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 2.4668866949184576e-10]","['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 2.9424884750994806e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 3.5807612430716063e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 3.5807612430716063e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 3.5807612430716063e-10]","['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 4.1146364093691545e-10]","['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 6.63254562383031e-10]","['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 7.199065787943937e-10]",corrupción)
2764,"['hemos', array([   4., 2972.,    5.]), 9.497624908760827e-12]","['algunas', array([   4., 2943.,    5.]), 1.423254847310318e-10]","['sería', array([   4., 3026.,    5.]), 9.161619241027097e-10]","['sería', array([   4., 3026.,    5.]), 9.161619241027097e-10]","['sería', array([   4., 3026.,    5.]), 9.161619241027097e-10]","['esas', array([   4., 2899.,    5.]), 1.2446882413641447e-09]","['mío', array([   4., 2895.,    5.]), 1.4016093841107136e-09]","['nuestros', array([   4., 3070.,    5.]), 2.6742227321463474e-09]","['os', array([   4., 2821.,    5.]), 6.156546161761867e-09]","['sentido', array([   4., 3141.,    5.]), 7.233491361446909e-09]",gobierno
2765,"['fué', array([4.0000e+00, 1.0564e+04, 5.0000e+00]), 5.928590951498336e-14]","['teníamos', array([4.0000e+00, 1.0595e+04, 5.0000e+00]), 1.0215162049576065e-12]","['habías', array([4.0000e+00, 1.0603e+04, 5.0000e+00]), 1.7773560401224131e-12]","['estando', array([4.0000e+00, 1.0663e+04, 5.0000e+00]), 1.3957612843285006e-11]","['hubieran', array([4.0000e+00, 1.0358e+04, 5.0000e+00]), 7.6863959641571e-11]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 1.4157885974697137e-10]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 1.4157885974697137e-10]","['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 1.7539603103244872e-10]","['serás', array([4.0000e+00, 1.1154e+04, 5.0000e+00]), 5.030000860273276e-10]","['habéis', array([4.0000e+00, 1.1163e+04, 5.0000e+00]), 5.177870354700076e-10]",AMLO
2766,"['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 4.1744385725905886e-14]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 2.679634292235278e-12]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 2.37345554321422e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 3.1858550242347405e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 4.469119851968628e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 4.469119851968628e-09]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 9.213340645963797e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 9.53651302371128e-09]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 1.1366422247860442e-08]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 1.3530317422016935e-08]",quieren
2767,"['nosotros', array([   4., 2164.,    5.]), 3.732347764184851e-12]","['estas', array([   4., 2170.,    5.]), 1.4846790463707293e-11]","['fuera', array([   4., 2171.,    5.]), 2.3176460750562455e-11]","['fuera', array([   4., 2171.,    5.]), 2.3176460750562455e-11]","['tienen', array([   4., 2179.,    5.]), 1.555254813823126e-10]","['eres', array([   4., 2149.,    5.]), 2.734350523780904e-10]","['quien', array([   4., 2141.,    5.]), 5.95766325162117e-10]","['tienes', array([   4., 2126.,    5.]), 1.5467590541717868e-09]","['será', array([   4., 2218.,    5.]), 2.401668863782902e-09]","['estos', array([   4., 2111.,    5.]), 2.9660474076820265e-09]",dar
2768,"['poco', array([   4., 1958.,    5.]), 2.3261226278492586e-10]","['ellos', array([   4., 2018.,    5.]), 2.862365122702215e-09]","['otro', array([   4., 1925.,    5.]), 3.013182481304e-09]","['soy', array([   4., 2020.,    5.]), 3.1049962601059633e-09]","['les', array([   4., 2027.,    5.]), 4.027543520912502e-09]","['otras', array([   4., 2074.,    5.]), 1.3014540445333012e-08]","['tanto', array([   4., 1877.,    5.]), 1.3234213613877444e-08]","['otra', array([   4., 1861.,    5.]), 1.8435864834742688e-08]","['mí', array([   4., 1857.,    5.]), 1.9886427171655896e-08]","['estos', array([   4., 2111.,    5.]), 2.3208744259761716e-08]",cuenta
2769,"['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 1.1857292925299134e-11]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 2.1875945499516547e-11]","['fuimos', array([4.0000e+00, 1.1834e+04, 5.0000e+00]), 8.889888825081016e-11]","['estarás', array([4.0000e+00, 1.1826e+04, 5.0000e+00]), 9.384648613774971e-11]","['estaremos', array([4.0000e+00, 1.1794e+04, 5.0000e+00]), 1.1505196795269512e-10]","['estáis', array([4.0000e+00, 1.2567e+04, 5.0000e+00]), 1.66086144837152e-10]","['habiendo', array([4.0000e+00, 1.2589e+04, 5.0000e+00]), 1.8271084645249402e-10]","['fueras', array([4.0000e+00, 1.2758e+04, 5.0000e+00]), 3.3420433087627544e-10]","['vos', array([4.0000e+00, 1.1547e+04, 5.0000e+00]), 3.5865277414615093e-10]","['tuvimos', array([4.000e+00, 1.148e+04, 5.000e+00]), 4.505673611987504e-10]",conviene.
2770,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
2771,"['poco', array([   4., 1958.,    5.]), 3.0906333048363877e-10]","['ellos', array([   4., 2018.,    5.]), 2.618625760675286e-09]","['soy', array([   4., 2020.,    5.]), 2.850911617890972e-09]","['otro', array([   4., 1925.,    5.]), 3.274246096474087e-09]","['les', array([   4., 2027.,    5.]), 3.7374104921994444e-09]","['otras', array([   4., 2074.,    5.]), 1.2488670986243733e-08]","['tanto', array([   4., 1877.,    5.]), 1.3775392604387093e-08]","['otra', array([   4., 1861.,    5.]), 1.9073626789101183e-08]","['mí', array([   4., 1857.,    5.]), 2.0548594714675517e-08]","['estos', array([   4., 2111.,    5.]), 2.2504679564328e-08]",Así
2772,"['es', array([   4., 1058.,    5.]), 0]","['se', array([   4., 1062.,    5.]), 2.5978963424933e-10]","['se', array([   4., 1062.,    5.]), 2.5978963424933e-10]","['los', array([   4., 1065.,    5.]), 7.911298283147516e-10]","['con', array([   4., 1051.,    5.]), 8.123461903153384e-10]","['un', array([   4., 1049.,    5.]), 1.3479832805529668e-09]","['del', array([   4., 1072.,    5.]), 3.1233283737108763e-09]","['o', array([   4., 1074.,    5.]), 4.064270364700917e-09]","['y', array([   4., 1042.,    5.]), 4.317722734903384e-09]","['el', array([   4., 1040.,    5.]), 5.485655041326254e-09]","es,"
2773,"['les', array([   4., 2027.,    5.]), 3.02086133885382e-11]","['soy', array([   4., 2020.,    5.]), 1.752095135643117e-10]","['ellos', array([   4., 2018.,    5.]), 2.389525244339552e-10]","['otras', array([   4., 2074.,    5.]), 2.036006141459268e-09]","['estos', array([   4., 2111.,    5.]), 6.953058129255396e-09]","['poco', array([   4., 1958.,    5.]), 7.091458531505168e-09]","['tienes', array([   4., 2126.,    5.]), 9.70571178982027e-09]","['quien', array([   4., 2141.,    5.]), 1.2868203502769404e-08]","['eres', array([   4., 2149.,    5.]), 1.4716250884561077e-08]","['otro', array([   4., 1925.,    5.]), 1.533922533436538e-08]",siempre
2774,"['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 2.122674591653606e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 2.295718282141479e-09]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 2.4710273827110996e-09]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 3.640518220215938e-09]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 6.557936305107148e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 6.758412274265879e-09]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 8.392208150631575e-09]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 9.02401975366729e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 1.0551418516691058e-08]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 1.279798855780001e-08]",mente
2775,"['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 1.2536771620830223e-10]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 1.6998769059028973e-10]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 1.2876911759107657e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 1.9018034924656035e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 2.9179193505868284e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 2.9179193505868284e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 7.194663753651298e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 1.0709390485530434e-08]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 1.1841761016206931e-08]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 1.4267617420848921e-08]",naturaleza
2776,"['estarán', array([4.000e+00, 8.314e+03, 5.000e+00]), 2.7400304247748863e-13]","['estábamos', array([4.000e+00, 8.372e+03, 5.000e+00]), 1.0557887897277851e-11]","['suyo', array([4.000e+00, 8.136e+03, 5.000e+00]), 1.547041383886949e-10]","['suya', array([4.000e+00, 8.536e+03, 5.000e+00]), 1.8604440210623352e-10]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 1.926022674680894e-10]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 1.926022674680894e-10]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 2.1049184617538685e-10]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 2.1049184617538685e-10]","['tenías', array([4.000e+00, 8.607e+03, 5.000e+00]), 3.2455194087788186e-10]","['tuya', array([4.000e+00, 8.037e+03, 5.000e+00]), 3.7222003257397773e-10]","pertenecemos,"
2777,"['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 3.517597324531607e-11]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 7.999945150771737e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.677980639111183e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.677980639111183e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.677980639111183e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 9.677980639111183e-11]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 1.2299039564567238e-10]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 1.4326906327966071e-10]","['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 2.134230570050022e-10]","['habrás', array([4.0000e+00, 2.7977e+04, 5.0000e+00]), 2.939564147652618e-10]",saludos
2778,"['tanto', array([   4., 1877.,    5.]), 4.1567504993622606e-10]","['otro', array([   4., 1925.,    5.]), 1.5808161446528857e-09]","['otra', array([   4., 1861.,    5.]), 1.6914132316969699e-09]","['mí', array([   4., 1857.,    5.]), 2.149927014194475e-09]","['tengo', array([   4., 1847.,    5.]), 3.5483324056784227e-09]","['estás', array([   4., 1844.,    5.]), 4.039361845009637e-09]","['sea', array([   4., 1835.,    5.]), 5.7151313681558236e-09]","['poco', array([   4., 1958.,    5.]), 6.304408772805914e-09]","['había', array([   4., 1824.,    5.]), 8.186359812256683e-09]","['había', array([   4., 1824.,    5.]), 8.186359812256683e-09]",Mau!
2779,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
2780,"['me', array([   4., 1129.,    5.]), 2.0330725991613008e-10]","['ha', array([   4., 1131.,    5.]), 4.5582504437646776e-10]","['lo', array([   4., 1114.,    5.]), 1.579193553702396e-09]","['para', array([   4., 1110.,    5.]), 2.957718625573591e-09]","['una', array([   4., 1108.,    5.]), 3.8127521140296494e-09]","['mi', array([   4., 1153.,    5.]), 9.551658797235518e-09]","['por', array([   4., 1096.,    5.]), 1.1339523764419823e-08]","['al', array([   4., 1091.,    5.]), 1.5729978208867124e-08]","['las', array([   4., 1089.,    5.]), 1.769982527211056e-08]","['no', array([   4., 1084.,    5.]), 2.3170144802797665e-08]",No
2781,"['será', array([   4., 2218.,    5.]), 1.0148204498960922e-10]","['tienen', array([   4., 2179.,    5.]), 2.1724606558137793e-09]","['fuera', array([   4., 2171.,    5.]), 2.944846699826087e-09]","['fuera', array([   4., 2171.,    5.]), 2.944846699826087e-09]","['estas', array([   4., 2170.,    5.]), 3.050077856947553e-09]","['nuestro', array([   4., 2294.,    5.]), 3.3125819864920913e-09]","['nosotros', array([   4., 2164.,    5.]), 3.722532948557955e-09]","['eres', array([   4., 2149.,    5.]), 5.71785885306042e-09]","['quien', array([   4., 2141.,    5.]), 6.970409138773448e-09]","['tenemos', array([   4., 2339.,    5.]), 9.125397881781794e-09]",vamos
2782,"['poco', array([   4., 1958.,    5.]), 3.1868097050136157e-10]","['otro', array([   4., 1925.,    5.]), 4.747688908679493e-10]","['tanto', array([   4., 1877.,    5.]), 6.713636535593537e-09]","['ellos', array([   4., 2018.,    5.]), 7.500312815267307e-09]","['soy', array([   4., 2020.,    5.]), 7.890016195943872e-09]","['les', array([   4., 2027.,    5.]), 9.325031080642532e-09]","['otra', array([   4., 1861.,    5.]), 1.0542251405176728e-08]","['mí', array([   4., 1857.,    5.]), 1.1645857611597421e-08]","['tengo', array([   4., 1847.,    5.]), 1.4669219394747302e-08]","['estás', array([   4., 1844.,    5.]), 1.5651172025066273e-08]",menos
2783,"['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 3.7680969455777813e-13]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 3.7780889527994077e-13]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 1.0026457442080527e-10]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 4.519481455744767e-10]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 1.0167391373272494e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 2.8294403486839315e-09]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 4.745414172724338e-09]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 8.033969933762819e-09]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 1.3734721027169883e-08]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 1.5609292192131363e-08]",contrario.
2784,"['les', array([   4., 2027.,    5.]), 5.751739085013696e-10]","['otras', array([   4., 2074.,    5.]), 7.094537179952454e-10]","['soy', array([   4., 2020.,    5.]), 1.0063627708944978e-09]","['ellos', array([   4., 2018.,    5.]), 1.1522385268136759e-09]","['estos', array([   4., 2111.,    5.]), 4.211808568577169e-09]","['tienes', array([   4., 2126.,    5.]), 6.404964003614566e-09]","['quien', array([   4., 2141.,    5.]), 9.015797441946916e-09]","['poco', array([   4., 1958.,    5.]), 1.054674558798041e-08]","['eres', array([   4., 2149.,    5.]), 1.0572775654971167e-08]","['nosotros', array([   4., 2164.,    5.]), 1.3789326902546861e-08]","Ahora,"
2785,"['poco', array([   4., 1958.,    5.]), 2.388728104207871e-10]","['otro', array([   4., 1925.,    5.]), 5.849296602633558e-10]","['ellos', array([   4., 2018.,    5.]), 7.091024212257935e-09]","['tanto', array([   4., 1877.,    5.]), 7.112039734913367e-09]","['soy', array([   4., 2020.,    5.]), 7.470082108440579e-09]","['les', array([   4., 2027.,    5.]), 8.868002776551975e-09]","['otra', array([   4., 1861.,    5.]), 1.1040039549214953e-08]","['mí', array([   4., 1857.,    5.]), 1.2168759777608784e-08]","['tengo', array([   4., 1847.,    5.]), 1.5255381957679504e-08]","['estás', array([   4., 1844.,    5.]), 1.625644674430049e-08]",usted
2786,"['sentido', array([   4., 3141.,    5.]), 6.902645122153217e-11]","['nuestros', array([   4., 3070.,    5.]), 6.264424534663249e-10]","['hubi', array([   4., 3202.,    5.]), 1.2794340031874185e-09]","['hubi', array([   4., 3202.,    5.]), 1.2794340031874185e-09]","['hubi', array([   4., 3202.,    5.]), 1.2794340031874185e-09]","['hubi', array([   4., 3202.,    5.]), 1.2794340031874185e-09]","['sería', array([   4., 3026.,    5.]), 2.1597911237236644e-09]","['sería', array([   4., 3026.,    5.]), 2.1597911237236644e-09]","['sería', array([   4., 3026.,    5.]), 2.1597911237236644e-09]","['hemos', array([   4., 2972.,    5.]), 5.425781934853546e-09]",mencione
